Age,Children,Income,Tenure,InternetService_DSL,InternetService_Fiber Optic,InternetService_None,OnlineSecurity_Yes
0.7209252390349075,-0.9723379092716081,-0.39877774033771896,-1.0487462125145348,0.0,1.0,0.0,1.0
-1.2599571596643748,-0.5065919164222484,-0.6419544475336846,-1.2620011592580802,0.0,1.0,0.0,1.0
-0.14873044819892378,0.8906460621258305,-1.07088496294323,-0.709939803296579,1.0,0.0,0.0,0.0
-0.2453588578915717,-0.5065919164222484,-0.740524915554176,-0.6595239638828064,1.0,0.0,0.0,1.0
1.4456383117297669,-0.9723379092716081,0.009477921370873651,-1.2425512017143743,0.0,1.0,0.0,0.0
1.4456383117297669,0.4249000692764709,-0.6080721568450029,-1.0409751428135001,0.0,0.0,1.0,1.0
1.2523814923444712,-0.9723379092716081,-1.00499743131954,-0.8051442122278709,1.0,0.0,0.0,0.0
-1.115014545125403,-0.04084592357288879,-0.4626942456000044,-1.1444758337339471,1.0,0.0,0.0,0.0
-0.19704465304524774,-0.04084592357288879,0.6676801523191915,-0.9948475885163598,1.0,0.0,0.0,1.0
1.5905809262687387,-0.5065919164222484,0.3696817477171092,-1.1763258177700682,0.0,1.0,0.0,1.0
-1.4532139790496708,2.2878840406739096,-0.6108914550769511,-0.5770772231059956,1.0,0.0,0.0,1.0
0.14115478087901998,-0.04084592357288879,-0.7612036701709215,-0.9078143071046398,0.0,1.0,0.0,0.0
1.4456383117297669,-0.9723379092716081,1.5555488005587546,-0.8136641324836795,0.0,1.0,0.0,0.0
-1.1633287499717269,1.3563920549751902,2.670625225254079,-0.6673905557377415,0.0,1.0,0.0,1.0
-1.115014545125403,-0.5065919164222484,0.8670630510548126,-0.9252790723682481,1.0,0.0,0.0,0.0
-0.6801867015084874,0.4249000692764709,1.746706795659964,-0.7811957463028438,0.0,0.0,1.0,1.0
0.4793542148032877,-0.9723379092716081,-0.28893823584972883,-0.7088806634846492,1.0,0.0,0.0,0.0
0.3344116002643158,-0.04084592357288879,0.15376286693651808,-1.218636000354586,0.0,0.0,1.0,1.0
0.3827258051106398,0.4249000692764709,-0.019319702896465674,-0.6586643495147995,0.0,0.0,1.0,0.0
-1.4532139790496708,0.4249000692764709,-0.7203281013521748,-0.8214296515667315,1.0,0.0,0.0,0.0
-0.7285009063548112,0.8906460621258305,-0.006479661250661224,-0.5321993969828047,0.0,1.0,0.0,1.0
-1.115014545125403,0.4249000692764709,0.20949844252423616,-1.2143752859646828,0.0,1.0,0.0,1.0
-0.05210203850627586,0.4249000692764709,-0.4384947371660538,-1.054162420093918,0.0,1.0,0.0,0.0
0.7209252390349075,-0.04084592357288879,1.4147094275241294,-0.9826308773775781,0.0,1.0,0.0,0.0
1.0591246729591752,0.4249000692764709,-0.40025547816570994,-1.0875153205165573,0.0,0.0,1.0,1.0
1.1557530826518232,-0.5065919164222484,-0.9662957364834148,-1.1485071989623208,1.0,0.0,0.0,0.0
-0.2936730627378957,-0.5065919164222484,-1.1009340719225875,-0.9122140515257888,0.0,1.0,0.0,1.0
0.8175536487275554,-0.9723379092716081,0.1445393288591926,-1.25308568712767,0.0,0.0,1.0,0.0
-1.5981565935886426,0.4249000692764709,-1.039927649841606,-1.2516498984328337,1.0,0.0,0.0,0.0
0.7692394438812314,0.8906460621258305,-0.22569056033152565,-1.100544923191214,1.0,0.0,0.0,1.0
-0.3903014724305436,3.219376026372629,0.1268369729922258,-0.8866023841903011,0.0,1.0,0.0,0.0
-0.6318724966621634,-0.9723379092716081,-0.6387943511129437,-1.1701197658139526,0.0,0.0,1.0,0.0
1.397324106883443,1.82213804782455,0.43100095231891816,-1.1269605980785402,0.0,1.0,0.0,0.0
1.0108104681128514,1.3563920549751902,-0.49168656102826686,-0.515357688285214,1.0,0.0,0.0,1.0
0.7692394438812314,0.8906460621258305,-1.0140727345967455,-1.1744634661179154,0.0,1.0,0.0,1.0
